sms;atrib;atributo
2629;55;Atributo_32
2632;898;Atributo_10
2633;24;Atributo_48
2633;30;Atributo_2
2633;38;Atributo_4
2633;64;Atributo_46
2634;898;Atributo_10
2636;898;Atributo_10
2639;898;Atributo_10
2640;30;Atributo_2
2640;31;Atributo_3
2641;663;Atributo_63
2642;30;Atributo_2
2642;38;Atributo_4
2642;896;Atributo_15
2643;57;Atributo_6
2643;73;Atributo_7
2644;558;Atributo_88
2644;652;Atributo_8
2645;280;Atributo_85
2646;652;Atributo_8
2647;652;Atributo_8
2649;652;Atributo_8
2650;280;Atributo_85
2652;26;Atributo_35
2652;27;Atributo_36
2653;652;Atributo_8
2654;26;Atributo_35
2654;27;Atributo_36
2655;652;Atributo_8
2655;898;Atributo_10
2656;24;Atributo_48
2658;55;Atributo_32
2658;64;Atributo_46
2659;652;Atributo_8
2660;31;Atributo_3
2661;663;Atributo_63
2662;28;Atributo_1
2663;35;Atributo_22
2664;652;Atributo_8
2665;652;Atributo_8
2665;870;Atributo_26
2666;35;Atributo_22
2666;652;Atributo_8
2666;660;Atributo_91
2667;280;Atributo_85
2668;843;Atributo_43
2669;843;Atributo_43
2670;45;Atributo_39
2670;599;Atributo_57
2671;45;Atributo_39
2671;599;Atributo_57
2674;30;Atributo_2
2674;31;Atributo_3
2674;45;Atributo_39
2676;38;Atributo_4
2677;88;Atributo_13
2678;30;Atributo_2
2678;31;Atributo_3
2679;898;Atributo_10
2680;645;Atributo_106
2680;898;Atributo_10
2682;4;Atributo_11
2683;4;Atributo_11
2684;4;Atributo_11
2685;40;Atributo_16
2686;652;Atributo_8
2687;4;Atributo_11
2688;30;Atributo_2
2688;31;Atributo_3
2688;38;Atributo_4
2689;45;Atributo_39
2689;599;Atributo_57
2691;645;Atributo_106
2691;652;Atributo_8
2691;898;Atributo_10
2692;645;Atributo_106
2692;664;Atributo_44
2693;652;Atributo_8
2693;898;Atributo_10
2697;898;Atributo_10
2699;898;Atributo_10
2702;35;Atributo_22
2702;57;Atributo_6
2703;275;Atributo_20
2703;470;Atributo_19
2703;843;Atributo_43
2707;652;Atributo_8
2707;898;Atributo_10
2708;652;Atributo_8
2709;56;Atributo_5
2709;73;Atributo_7
2712;898;Atributo_10
2715;28;Atributo_1
2717;275;Atributo_20
2717;898;Atributo_10
2721;27;Atributo_36
2722;27;Atributo_36
2723;652;Atributo_8
2725;275;Atributo_20
2726;470;Atributo_19
2726;628;Atributo_29
2728;898;Atributo_10
2729;843;Atributo_43
2730;898;Atributo_10
2731;898;Atributo_10
2732;843;Atributo_43
2733;4;Atributo_11
2735;4;Atributo_11
2735;655;Atributo_14
2736;4;Atributo_11
2736;655;Atributo_14
2737;4;Atributo_11
2737;655;Atributo_14
2738;4;Atributo_11
2738;655;Atributo_14
2739;4;Atributo_11
2739;655;Atributo_14
2740;4;Atributo_11
2740;55;Atributo_32
2740;655;Atributo_14
2741;4;Atributo_11
2741;655;Atributo_14
2742;655;Atributo_14
2742;807;Atributo_67
2744;645;Atributo_106
2744;664;Atributo_44
2744;898;Atributo_10
2745;4;Atributo_11
2745;655;Atributo_14
2747;24;Atributo_48
2747;25;Atributo_61
2747;26;Atributo_35
2747;27;Atributo_36
2747;54;Atributo_40
2747;64;Atributo_46
2747;588;Atributo_62
2747;652;Atributo_8
2748;35;Atributo_22
2749;843;Atributo_43
2750;843;Atributo_43
2751;843;Atributo_43
2755;843;Atributo_43
2757;24;Atributo_48
2757;64;Atributo_46
2757;589;Atributo_77
2758;589;Atributo_77
2759;24;Atributo_48
2759;64;Atributo_46
2759;589;Atributo_77
2760;652;Atributo_8
2761;38;Atributo_4
2761;599;Atributo_57
2761;663;Atributo_63
2762;652;Atributo_8
2762;898;Atributo_10
2763;38;Atributo_4
2763;599;Atributo_57
2763;896;Atributo_15
2764;652;Atributo_8
2764;898;Atributo_10
2765;652;Atributo_8
2765;898;Atributo_10
2766;652;Atributo_8
2766;898;Atributo_10
2767;652;Atributo_8
2767;898;Atributo_10
2768;652;Atributo_8
2769;470;Atributo_19
2770;470;Atributo_19
2771;470;Atributo_19
2773;898;Atributo_10
2774;870;Atributo_26
2775;898;Atributo_10
2780;898;Atributo_10
2782;593;Atributo_76
2783;36;Atributo_49
2783;593;Atributo_76
2784;36;Atributo_49
2784;593;Atributo_76
2785;36;Atributo_49
2785;593;Atributo_76
2788;652;Atributo_8
2788;898;Atributo_10
2789;652;Atributo_8
2789;898;Atributo_10
2790;898;Atributo_10
2793;898;Atributo_10
2797;652;Atributo_8
2797;898;Atributo_10
2798;470;Atributo_19
2798;824;Atributo_25
2799;870;Atributo_26
2800;72;Atributo_27
2802;592;Atributo_74
2809;652;Atributo_8
2809;898;Atributo_10
2810;652;Atributo_8
2810;898;Atributo_10
2811;652;Atributo_8
2811;898;Atributo_10
2812;652;Atributo_8
2813;652;Atributo_8
2814;652;Atributo_8
2814;898;Atributo_10
2815;652;Atributo_8
2815;898;Atributo_10
2816;275;Atributo_20
2816;843;Atributo_43
2818;12;Atributo_42
2819;898;Atributo_10
2820;652;Atributo_8
2821;652;Atributo_8
2821;898;Atributo_10
2822;652;Atributo_8
2822;898;Atributo_10
2825;275;Atributo_20
2825;652;Atributo_8
2826;898;Atributo_10
2827;898;Atributo_10
2838;652;Atributo_8
2838;898;Atributo_10
2840;898;Atributo_10
2841;898;Atributo_10
2842;870;Atributo_26
2843;898;Atributo_10
2845;870;Atributo_26
2846;898;Atributo_10
2848;898;Atributo_10
2849;898;Atributo_10
2850;652;Atributo_8
2850;898;Atributo_10
2851;898;Atributo_10
2853;898;Atributo_10
2854;898;Atributo_10
2859;645;Atributo_106
2859;664;Atributo_44
2860;645;Atributo_106
2860;664;Atributo_44
2860;898;Atributo_10
2861;776;Atributo_102
2862;776;Atributo_102
2863;652;Atributo_8
2863;898;Atributo_10
2865;898;Atributo_10
2866;652;Atributo_8
2866;898;Atributo_10
2868;898;Atributo_10
2870;652;Atributo_8
2872;533;Atributo_115
2873;898;Atributo_10
2874;533;Atributo_115
2875;898;Atributo_10
2876;898;Atributo_10
2877;533;Atributo_115
2879;21;Atributo_110
2879;28;Atributo_1
2879;35;Atributo_22
2879;57;Atributo_6
2880;652;Atributo_8
2880;898;Atributo_10
2881;57;Atributo_6
2882;652;Atributo_8
2882;898;Atributo_10
2883;652;Atributo_8
2883;898;Atributo_10
2884;652;Atributo_8
2884;898;Atributo_10
2887;898;Atributo_10
2888;652;Atributo_8
2889;645;Atributo_106
2889;664;Atributo_44
2890;898;Atributo_10
2891;898;Atributo_10
2893;652;Atributo_8
2893;898;Atributo_10
2894;652;Atributo_8
2896;652;Atributo_8
2896;898;Atributo_10
2897;652;Atributo_8
2897;898;Atributo_10
2900;772;Atributo_28
2902;33;Atributo_38
2906;898;Atributo_10
2907;652;Atributo_8
2908;870;Atributo_26
2909;652;Atributo_8
2909;898;Atributo_10
2910;652;Atributo_8
2911;898;Atributo_10
2914;664;Atributo_44
2915;24;Atributo_48
2915;55;Atributo_32
2915;64;Atributo_46
2916;55;Atributo_32
2918;4;Atributo_11
2919;275;Atributo_20
2920;652;Atributo_8
2920;898;Atributo_10
2925;898;Atributo_10
2926;898;Atributo_10
2927;898;Atributo_10
2930;898;Atributo_10
2931;898;Atributo_10
2932;645;Atributo_106
2932;898;Atributo_10
2937;645;Atributo_106
2937;898;Atributo_10
2938;559;Atributo_34
2939;898;Atributo_10
2940;807;Atributo_67
2940;829;Atributo_64
2941;645;Atributo_106
2941;664;Atributo_44
2941;898;Atributo_10
2942;898;Atributo_10
2944;47;Atributo_23
2944;275;Atributo_20
2944;843;Atributo_43
2945;28;Atributo_1
2945;35;Atributo_22
2945;57;Atributo_6
2946;898;Atributo_10
2947;843;Atributo_43
2948;35;Atributo_22
2949;55;Atributo_32
2950;628;Atributo_29
2951;55;Atributo_32
2957;870;Atributo_26
2957;898;Atributo_10
2958;898;Atributo_10
2959;652;Atributo_8
2959;898;Atributo_10
2960;870;Atributo_26
2961;652;Atributo_8
2961;898;Atributo_10
2962;898;Atributo_10
2963;898;Atributo_10
2964;898;Atributo_10
2965;898;Atributo_10
2966;38;Atributo_4
2968;9;Atributo_94
2968;896;Atributo_15
2972;663;Atributo_63
2973;7;Atributo_30
2973;663;Atributo_63
2974;664;Atributo_44
2976;870;Atributo_26
2977;59;Atributo_50
2979;898;Atributo_10
2980;652;Atributo_8
2980;898;Atributo_10
2981;898;Atributo_10
2985;24;Atributo_48
2985;37;Atributo_31
2986;663;Atributo_63
2986;807;Atributo_67
2987;7;Atributo_30
2988;652;Atributo_8
2988;898;Atributo_10
2989;663;Atributo_63
2994;701;Atributo_9
2995;30;Atributo_2
2998;11;Atributo_93
2999;652;Atributo_8
2999;898;Atributo_10
3000;540;Atributo_99
3000;652;Atributo_8
3001;826;Atributo_53
3002;275;Atributo_20
3003;776;Atributo_102
3005;898;Atributo_10
3009;35;Atributo_22
3009;45;Atributo_39
3012;4;Atributo_11
3013;31;Atributo_3
3016;31;Atributo_3
3016;38;Atributo_4
3017;275;Atributo_20
3017;843;Atributo_43
3018;275;Atributo_20
3018;843;Atributo_43
3019;275;Atributo_20
3019;843;Atributo_43
3021;275;Atributo_20
3021;843;Atributo_43
3022;275;Atributo_20
3022;843;Atributo_43
3027;46;Atributo_12
3030;737;Atributo_89
3031;652;Atributo_8
3031;898;Atributo_10
3032;652;Atributo_8
3032;870;Atributo_26
3032;898;Atributo_10
3034;652;Atributo_8
3036;652;Atributo_8
3036;898;Atributo_10
3046;24;Atributo_48
3046;64;Atributo_46
3046;589;Atributo_77
3047;843;Atributo_43
3048;275;Atributo_20
3048;843;Atributo_43
3050;7;Atributo_30
3052;559;Atributo_34
3054;843;Atributo_43
3057;470;Atributo_19
3060;663;Atributo_63
3065;645;Atributo_106
3065;664;Atributo_44
3065;898;Atributo_10
3066;664;Atributo_44
3066;898;Atributo_10
3072;898;Atributo_10
3074;7;Atributo_30
3074;896;Atributo_15
3078;652;Atributo_8
3080;660;Atributo_91
3081;652;Atributo_8
3081;898;Atributo_10
3085;65;Atributo_71
3085;684;Atributo_51
3087;660;Atributo_91
3094;275;Atributo_20
3095;843;Atributo_43
3096;843;Atributo_43
3097;843;Atributo_43
3098;843;Atributo_43
3099;275;Atributo_20
3099;843;Atributo_43
3100;843;Atributo_43
3101;898;Atributo_10
3102;652;Atributo_8
3102;898;Atributo_10
3103;35;Atributo_22
3104;652;Atributo_8
3104;898;Atributo_10
3114;652;Atributo_8
3114;898;Atributo_10
3115;737;Atributo_89
3116;558;Atributo_88
3116;737;Atributo_89
3117;652;Atributo_8
3118;558;Atributo_88
3118;737;Atributo_89
3119;558;Atributo_88
3120;843;Atributo_43
3121;843;Atributo_43
3122;843;Atributo_43
3123;275;Atributo_20
3124;558;Atributo_88
3124;737;Atributo_89
3125;652;Atributo_8
3125;898;Atributo_10
3126;772;Atributo_28
3127;645;Atributo_106
3127;664;Atributo_44
3127;898;Atributo_10
3128;24;Atributo_48
3128;28;Atributo_1
3128;35;Atributo_22
3128;38;Atributo_4
3128;56;Atributo_5
3128;57;Atributo_6
3128;64;Atributo_46
3128;73;Atributo_7
3128;470;Atributo_19
3128;663;Atributo_63
3130;829;Atributo_64
3135;898;Atributo_10
3140;664;Atributo_44
3143;4;Atributo_11
3143;826;Atributo_53
3144;645;Atributo_106
3144;664;Atributo_44
3146;826;Atributo_53
3147;645;Atributo_106
3149;645;Atributo_106
3149;898;Atributo_10
3150;652;Atributo_8
3152;898;Atributo_10
3153;45;Atributo_39
3155;898;Atributo_10
3157;645;Atributo_106
3157;664;Atributo_44
3158;27;Atributo_36
3161;275;Atributo_20
3161;843;Atributo_43
3162;843;Atributo_43
3164;4;Atributo_11
3165;38;Atributo_4
3166;45;Atributo_39
3167;53;Atributo_24
3168;7;Atributo_30
3170;7;Atributo_30
3170;896;Atributo_15
3171;7;Atributo_30
3171;896;Atributo_15
3172;7;Atributo_30
3173;9;Atributo_94
3173;896;Atributo_15
3174;7;Atributo_30
3175;9;Atributo_94
3175;896;Atributo_15
3177;275;Atributo_20
3177;843;Atributo_43
3178;275;Atributo_20
3178;843;Atributo_43
3182;664;Atributo_44
3185;645;Atributo_106
3185;664;Atributo_44
3185;898;Atributo_10
3186;470;Atributo_19
3186;558;Atributo_88
3186;652;Atributo_8
3187;35;Atributo_22
3187;470;Atributo_19
3187;843;Atributo_43
3188;898;Atributo_10
3193;870;Atributo_26
3194;898;Atributo_10
3195;40;Atributo_16
3196;46;Atributo_12
3197;33;Atributo_38
3197;601;Atributo_70
3203;72;Atributo_27
3203;546;Atributo_113
3206;35;Atributo_22
3206;275;Atributo_20
3206;843;Atributo_43
3207;275;Atributo_20
3207;843;Atributo_43
3208;57;Atributo_6
3208;652;Atributo_8
3208;898;Atributo_10
3209;275;Atributo_20
3210;4;Atributo_11
3210;655;Atributo_14
3211;652;Atributo_8
3211;898;Atributo_10
3212;4;Atributo_11
3213;559;Atributo_34
3213;652;Atributo_8
3214;652;Atributo_8
3214;898;Atributo_10
3216;559;Atributo_34
3216;652;Atributo_8
3216;898;Atributo_10
3217;663;Atributo_63
3217;807;Atributo_67
3218;870;Atributo_26
3219;898;Atributo_10
3223;275;Atributo_20
3223;843;Atributo_43
3224;898;Atributo_10
3227;4;Atributo_11
3227;655;Atributo_14
3228;280;Atributo_85
3229;280;Atributo_85
3230;33;Atributo_38
3230;47;Atributo_23
3231;56;Atributo_5
3231;73;Atributo_7
3231;896;Atributo_15
3232;546;Atributo_113
3232;645;Atributo_106
3232;664;Atributo_44
3232;898;Atributo_10
3233;47;Atributo_23
3233;56;Atributo_5
3234;56;Atributo_5
3234;73;Atributo_7
3234;896;Atributo_15
3235;47;Atributo_23
3235;56;Atributo_5
3236;47;Atributo_23
3237;47;Atributo_23
3237;56;Atributo_5
3237;73;Atributo_7
3237;896;Atributo_15
3238;56;Atributo_5
3238;73;Atributo_7
3239;33;Atributo_38
3239;47;Atributo_23
3239;73;Atributo_7
3239;896;Atributo_15
3240;32;Atributo_37
3240;37;Atributo_31
3241;32;Atributo_37
3241;37;Atributo_31
3242;32;Atributo_37
3246;64;Atributo_46
3246;590;Atributo_78
3247;35;Atributo_22
3247;56;Atributo_5
3248;26;Atributo_35
3248;27;Atributo_36
3248;40;Atributo_16
3248;46;Atributo_12
3249;470;Atributo_19
3250;4;Atributo_11
3251;26;Atributo_35
3251;27;Atributo_36
3251;32;Atributo_37
3253;27;Atributo_36
3254;40;Atributo_16
3258;35;Atributo_22
3259;264;Atributo_18
3259;664;Atributo_44
3259;772;Atributo_28
3260;664;Atributo_44
3261;30;Atributo_2
3262;30;Atributo_2
3266;664;Atributo_44
3266;898;Atributo_10
3269;26;Atributo_35
3269;27;Atributo_36
3269;64;Atributo_46
3270;593;Atributo_76
3272;40;Atributo_16
3274;60;Atributo_17
3276;652;Atributo_8
3277;46;Atributo_12
3279;7;Atributo_30
3279;896;Atributo_15
3280;7;Atributo_30
3280;896;Atributo_15
3281;32;Atributo_37
3281;896;Atributo_15
3282;27;Atributo_36
3283;27;Atributo_36
3286;55;Atributo_32
3287;645;Atributo_106
3287;652;Atributo_8
3288;275;Atributo_20
3288;843;Atributo_43
3289;546;Atributo_113
3292;24;Atributo_48
3296;652;Atributo_8
3296;898;Atributo_10
3297;898;Atributo_10
3300;652;Atributo_8
3300;898;Atributo_10
3301;4;Atributo_11
3303;652;Atributo_8
3303;898;Atributo_10
3305;470;Atributo_19
3305;898;Atributo_10
3307;898;Atributo_10
3308;470;Atributo_19
3310;280;Atributo_85
3317;470;Atributo_19
3318;898;Atributo_10
3320;35;Atributo_22
3321;663;Atributo_63
3322;772;Atributo_28
3323;32;Atributo_37
3325;40;Atributo_16
3330;57;Atributo_6
3331;898;Atributo_10
3332;73;Atributo_7
3334;652;Atributo_8
3334;898;Atributo_10
3336;275;Atributo_20
3338;275;Atributo_20
3338;843;Atributo_43
3343;46;Atributo_12
3343;896;Atributo_15
3344;275;Atributo_20
3346;645;Atributo_106
3346;652;Atributo_8
3346;664;Atributo_44
3346;898;Atributo_10
3347;59;Atributo_50
3349;59;Atributo_50
3350;46;Atributo_12
3351;46;Atributo_12
3352;46;Atributo_12
3353;46;Atributo_12
3354;46;Atributo_12
3355;32;Atributo_37
3356;32;Atributo_37
3357;32;Atributo_37
3358;32;Atributo_37
3359;32;Atributo_37
3360;32;Atributo_37
3363;4;Atributo_11
3364;70;Atributo_72
3364;597;Atributo_73
3365;652;Atributo_8
3365;898;Atributo_10
3366;26;Atributo_35
3366;27;Atributo_36
3367;898;Atributo_10
3368;652;Atributo_8
3368;898;Atributo_10
3371;898;Atributo_10
3372;663;Atributo_63
3374;898;Atributo_10
3379;652;Atributo_8
3379;898;Atributo_10
3380;24;Atributo_48
3380;55;Atributo_32
3381;24;Atributo_48
3381;55;Atributo_32
3382;559;Atributo_34
3386;645;Atributo_106
3386;898;Atributo_10
3390;645;Atributo_106
3390;898;Atributo_10
3394;559;Atributo_34
3395;27;Atributo_36
3396;7;Atributo_30
3398;652;Atributo_8
3398;898;Atributo_10
3399;652;Atributo_8
3399;898;Atributo_10
3402;46;Atributo_12
3404;4;Atributo_11
3404;655;Atributo_14
3405;4;Atributo_11
3406;32;Atributo_37
3407;32;Atributo_37
3407;896;Atributo_15
3408;57;Atributo_6
3409;807;Atributo_67
3411;56;Atributo_5
3411;73;Atributo_7
3412;56;Atributo_5
3412;73;Atributo_7
3413;663;Atributo_63
3415;73;Atributo_7
3420;24;Atributo_48
3420;896;Atributo_15
3422;4;Atributo_11
3424;46;Atributo_12
3425;652;Atributo_8
3427;898;Atributo_10
3428;772;Atributo_28
3429;47;Atributo_23
3429;56;Atributo_5
3429;57;Atributo_6
3429;896;Atributo_15
3430;652;Atributo_8
3430;898;Atributo_10
3431;47;Atributo_23
3431;56;Atributo_5
3431;57;Atributo_6
3431;896;Atributo_15
3432;30;Atributo_2
3434;898;Atributo_10
3435;32;Atributo_37
3436;32;Atributo_37
3437;47;Atributo_23
3437;56;Atributo_5
3437;57;Atributo_6
3437;896;Atributo_15
3438;645;Atributo_106
3438;664;Atributo_44
3438;898;Atributo_10
3441;652;Atributo_8
3441;898;Atributo_10
3442;652;Atributo_8
3445;35;Atributo_22
3445;470;Atributo_19
3447;898;Atributo_10
3449;898;Atributo_10
3450;24;Atributo_48
3450;64;Atributo_46
3450;589;Atributo_77
3453;46;Atributo_12
3454;57;Atributo_6
3455;30;Atributo_2
3456;30;Atributo_2
3457;30;Atributo_2
3458;30;Atributo_2
3459;32;Atributo_37
3461;32;Atributo_37
3461;59;Atributo_50
3462;32;Atributo_37
3465;898;Atributo_10
3471;30;Atributo_2
3473;31;Atributo_3
3473;38;Atributo_4
3474;35;Atributo_22
3474;652;Atributo_8
3477;898;Atributo_10
3480;4;Atributo_11
3481;57;Atributo_6
3481;896;Atributo_15
3482;701;Atributo_9
3484;37;Atributo_31
3485;32;Atributo_37
3485;595;Atributo_60
3486;54;Atributo_40
3487;645;Atributo_106
3489;88;Atributo_13
3492;28;Atributo_1
3493;645;Atributo_106
3493;664;Atributo_44
3493;898;Atributo_10
3494;652;Atributo_8
3498;645;Atributo_106
3498;664;Atributo_44
3498;898;Atributo_10
3499;28;Atributo_1
3499;35;Atributo_22
3499;59;Atributo_50
3499;701;Atributo_9
3500;38;Atributo_4
3500;898;Atributo_10
3503;652;Atributo_8
3504;35;Atributo_22
3505;35;Atributo_22
3505;57;Atributo_6
3506;645;Atributo_106
3506;664;Atributo_44
3506;898;Atributo_10
3507;275;Atributo_20
3508;275;Atributo_20
3510;4;Atributo_11
3510;655;Atributo_14
3511;645;Atributo_106
3511;664;Atributo_44
3514;898;Atributo_10
3515;28;Atributo_1
3516;28;Atributo_1
3517;28;Atributo_1
3518;652;Atributo_8
3518;898;Atributo_10
3528;898;Atributo_10
3529;619;Atributo_82
3530;898;Atributo_10
3531;558;Atributo_88
3539;652;Atributo_8
3539;898;Atributo_10
3562;843;Atributo_43
3564;4;Atributo_11
3565;275;Atributo_20
3565;843;Atributo_43
3566;898;Atributo_10
3567;652;Atributo_8
3567;898;Atributo_10
3569;652;Atributo_8
3571;601;Atributo_70
3578;275;Atributo_20
3578;843;Atributo_43
3581;24;Atributo_48
3581;26;Atributo_35
3581;27;Atributo_36
3581;38;Atributo_4
3581;40;Atributo_16
3581;55;Atributo_32
3581;470;Atributo_19
3583;470;Atributo_19
3587;898;Atributo_10
3588;645;Atributo_106
3588;652;Atributo_8
3588;898;Atributo_10
3591;57;Atributo_6
3592;57;Atributo_6
3593;57;Atributo_6
3595;645;Atributo_106
3595;898;Atributo_10
3596;645;Atributo_106
3596;664;Atributo_44
3596;898;Atributo_10
3597;898;Atributo_10
3598;898;Atributo_10
3599;898;Atributo_10
3601;470;Atributo_19
3605;898;Atributo_10
3607;664;Atributo_44
3608;45;Atributo_39
3608;772;Atributo_28
3608;898;Atributo_10
3610;826;Atributo_53
3611;826;Atributo_53
3612;24;Atributo_48
3612;38;Atributo_4
3612;64;Atributo_46
3612;896;Atributo_15
3614;264;Atributo_18
3615;264;Atributo_18
3617;264;Atributo_18
3618;264;Atributo_18
3620;57;Atributo_6
3622;280;Atributo_85
3623;4;Atributo_11
3624;701;Atributo_9
3625;4;Atributo_11
3628;558;Atributo_88
3632;843;Atributo_43
3633;843;Atributo_43
3634;843;Atributo_43
3635;843;Atributo_43
3636;275;Atributo_20
3636;843;Atributo_43
3637;843;Atributo_43
3638;645;Atributo_106
3638;664;Atributo_44
3638;898;Atributo_10
3639;843;Atributo_43
3641;843;Atributo_43
3642;843;Atributo_43
3643;843;Atributo_43
3644;843;Atributo_43
3645;843;Atributo_43
3647;57;Atributo_6
3648;57;Atributo_6
3649;88;Atributo_13
3650;652;Atributo_8
3653;829;Atributo_64
3656;40;Atributo_16
3657;40;Atributo_16
3665;38;Atributo_4
3665;53;Atributo_24
3665;664;Atributo_44
3666;64;Atributo_46
3667;4;Atributo_11
3669;275;Atributo_20
3669;843;Atributo_43
3671;843;Atributo_43
3674;663;Atributo_63
3675;663;Atributo_63
3676;664;Atributo_44
3676;898;Atributo_10
3679;57;Atributo_6
3681;652;Atributo_8
3682;645;Atributo_106
3682;664;Atributo_44
3683;558;Atributo_88
3684;843;Atributo_43
3685;843;Atributo_43
3686;843;Atributo_43
3687;843;Atributo_43
3688;843;Atributo_43
3695;663;Atributo_63
3698;275;Atributo_20
3698;843;Atributo_43
3699;275;Atributo_20
3699;843;Atributo_43
3700;275;Atributo_20
3700;843;Atributo_43
3701;843;Atributo_43
3702;843;Atributo_43
3703;4;Atributo_11
3704;4;Atributo_11
3705;28;Atributo_1
3706;645;Atributo_106
3706;898;Atributo_10
3707;898;Atributo_10
3709;470;Atributo_19
3710;40;Atributo_16
3712;40;Atributo_16
3713;40;Atributo_16
3714;40;Atributo_16
3715;843;Atributo_43
3718;898;Atributo_10
3719;652;Atributo_8
3720;652;Atributo_8
3721;558;Atributo_88
3723;652;Atributo_8
3723;898;Atributo_10
3726;898;Atributo_10
3729;843;Atributo_43
3731;898;Atributo_10
3736;898;Atributo_10
3737;35;Atributo_22
3737;57;Atributo_6
3737;896;Atributo_15
3741;4;Atributo_11
3741;655;Atributo_14
3742;652;Atributo_8
3742;898;Atributo_10
3743;652;Atributo_8
3744;652;Atributo_8
3744;898;Atributo_10
3745;898;Atributo_10
3746;652;Atributo_8
3746;898;Atributo_10
3748;4;Atributo_11
3749;870;Atributo_26
3750;645;Atributo_106
3750;664;Atributo_44
3750;898;Atributo_10
3751;470;Atributo_19
3751;652;Atributo_8
3751;898;Atributo_10
3753;652;Atributo_8
3756;652;Atributo_8
3758;652;Atributo_8
3758;870;Atributo_26
3764;4;Atributo_11
3765;4;Atributo_11
3765;655;Atributo_14
3769;898;Atributo_10
3776;4;Atributo_11
3776;652;Atributo_8
3776;655;Atributo_14
3776;898;Atributo_10
3777;4;Atributo_11
3777;655;Atributo_14
3778;4;Atributo_11
3778;655;Atributo_14
3779;4;Atributo_11
3779;655;Atributo_14
3780;31;Atributo_3
3782;652;Atributo_8
3782;898;Atributo_10
3784;872;Atributo_97
3785;872;Atributo_97
3786;645;Atributo_106
3786;664;Atributo_44
3786;898;Atributo_10
3789;38;Atributo_4
3789;896;Atributo_15
3792;4;Atributo_11
3793;275;Atributo_20
3793;843;Atributo_43
3794;24;Atributo_48
3794;64;Atributo_46
3795;26;Atributo_35
3795;27;Atributo_36
3796;26;Atributo_35
3796;27;Atributo_36
3796;40;Atributo_16
3797;24;Atributo_48
3797;40;Atributo_16
3797;64;Atributo_46
3798;898;Atributo_10
3799;898;Atributo_10
3801;898;Atributo_10
3803;645;Atributo_106
3803;664;Atributo_44
3803;898;Atributo_10
3804;470;Atributo_19
3805;57;Atributo_6
3806;58;Atributo_96
3807;35;Atributo_22
3809;898;Atributo_10
3810;898;Atributo_10
3811;24;Atributo_48
3811;40;Atributo_16
3811;64;Atributo_46
3812;24;Atributo_48
3812;40;Atributo_16
3812;64;Atributo_46
3814;628;Atributo_29
3815;558;Atributo_88
3816;558;Atributo_88
3817;558;Atributo_88
3820;280;Atributo_85
3821;280;Atributo_85
3822;664;Atributo_44
3823;664;Atributo_44
3823;898;Atributo_10
3824;898;Atributo_10
3825;898;Atributo_10
3826;24;Atributo_48
3828;33;Atributo_38
3830;470;Atributo_19
3830;898;Atributo_10
3834;559;Atributo_34
3835;74;Atributo_103
3836;645;Atributo_106
3836;664;Atributo_44
3837;652;Atributo_8
3838;645;Atributo_106
3838;664;Atributo_44
3840;645;Atributo_106
3840;664;Atributo_44
3840;898;Atributo_10
3843;652;Atributo_8
3844;652;Atributo_8
3845;645;Atributo_106
3845;664;Atributo_44
3845;898;Atributo_10
3846;27;Atributo_36
3847;27;Atributo_36
3848;645;Atributo_106
3848;664;Atributo_44
3849;898;Atributo_10
3850;46;Atributo_12
3851;26;Atributo_35
3851;27;Atributo_36
3851;663;Atributo_63
3856;645;Atributo_106
3856;664;Atributo_44
3856;898;Atributo_10
3857;645;Atributo_106
3857;664;Atributo_44
3857;898;Atributo_10
3858;652;Atributo_8
3858;898;Atributo_10
3860;88;Atributo_13
3862;898;Atributo_10
3863;652;Atributo_8
3865;652;Atributo_8
3865;898;Atributo_10
3866;652;Atributo_8
3866;898;Atributo_10
3867;652;Atributo_8
3867;898;Atributo_10
3868;652;Atributo_8
3868;898;Atributo_10
3870;470;Atributo_19
3870;652;Atributo_8
3874;652;Atributo_8
3875;652;Atributo_8
3875;898;Atributo_10
3876;30;Atributo_2
3877;898;Atributo_10
3882;652;Atributo_8
3882;898;Atributo_10
3883;652;Atributo_8
3883;898;Atributo_10
3884;30;Atributo_2
3884;31;Atributo_3
3885;652;Atributo_8
3886;898;Atributo_10
3887;701;Atributo_9
3888;30;Atributo_2
3888;31;Atributo_3
3888;38;Atributo_4
3888;599;Atributo_57
3888;663;Atributo_63
3890;31;Atributo_3
3890;38;Atributo_4
3890;599;Atributo_57
3891;35;Atributo_22
3891;38;Atributo_4
3891;73;Atributo_7
3891;599;Atributo_57
3892;652;Atributo_8
3892;898;Atributo_10
3893;870;Atributo_26
3896;57;Atributo_6
3896;73;Atributo_7
3896;80;Atributo_80
3897;30;Atributo_2
3898;30;Atributo_2
3906;57;Atributo_6
3907;898;Atributo_10
3910;898;Atributo_10
3911;898;Atributo_10
3912;870;Atributo_26
3914;645;Atributo_106
3914;664;Atributo_44
3914;898;Atributo_10
3917;35;Atributo_22
3917;73;Atributo_7
3918;772;Atributo_28
3919;33;Atributo_38
3919;35;Atributo_22
3919;57;Atributo_6
3920;35;Atributo_22
3920;57;Atributo_6
3920;73;Atributo_7
3922;26;Atributo_35
3922;27;Atributo_36
3923;26;Atributo_35
3923;27;Atributo_36
3924;26;Atributo_35
