seccion;grupo;familia;subfam;auxsbf;descripm
20;2;0;0;20200;CAT.20200
20;2;0;1;20201;CAT.20201
20;2;0;2;20202;CAT.20202
20;2;0;3;20203;CAT.20203
20;2;0;4;20204;CAT.20204
20;4;9;9;20499;CAT.20499
20;5;6;0;20560;CAT.20560
20;5;6;1;20561;CAT.20561
21;0;0;0;21000;CAT.21000
21;0;0;1;21001;CAT.21001
21;0;0;2;21002;CAT.21002
21;0;0;3;21003;CAT.21003
21;0;0;4;21004;CAT.21004
21;0;0;5;21005;CAT.21005
21;0;1;0;21010;CAT.21010
21;0;1;1;21011;CAT.21011
21;0;1;2;21012;CAT.21012
21;0;1;3;21013;CAT.21013
21;0;1;4;21014;CAT.21014
21;0;2;0;21020;CAT.21020
21;0;2;1;21021;CAT.21021
21;0;2;2;21022;CAT.21022
21;0;2;3;21023;CAT.21023
21;0;2;4;21024;CAT.21024
21;0;3;0;21030;CAT.21030
21;0;3;1;21031;CAT.21031
21;0;3;2;21032;CAT.21032
21;0;4;0;21040;CAT.21040
21;0;4;1;21041;CAT.21041
21;0;5;0;21050;CAT.21050
21;0;5;1;21051;CAT.21051
21;1;0;0;21100;CAT.21100
21;1;0;1;21101;CAT.21101
21;1;0;2;21102;CAT.21102
21;1;1;0;21110;CAT.21110
21;1;1;1;21111;CAT.21111
21;1;1;2;21112;CAT.21112
21;2;0;0;21200;CAT.21200
21;2;0;1;21201;CAT.21201
21;2;0;2;21202;CAT.21202
21;2;0;3;21203;CAT.21203
21;2;0;4;21204;CAT.21204
21;2;0;5;21205;CAT.21205
21;2;1;0;21210;CAT.21210
21;2;1;1;21211;CAT.21211
21;2;1;2;21212;CAT.21212
21;2;1;3;21213;CAT.21213
21;2;1;4;21214;CAT.21214
21;2;1;5;21215;CAT.21215
21;3;0;0;21300;CAT.21300
21;3;0;1;21301;CAT.21301
21;3;0;2;21302;CAT.21302
21;3;0;3;21303;CAT.21303
21;3;1;0;21310;CAT.21310
21;3;1;1;21311;CAT.21311
21;3;1;2;21312;CAT.21312
21;3;1;3;21313;CAT.21313
21;4;0;0;21400;CAT.21400
21;4;0;1;21401;CAT.21401
21;4;1;0;21410;CAT.21410
21;4;1;1;21411;CAT.21411
21;4;2;0;21420;CAT.21420
21;4;3;0;21430;CAT.21430
21;4;3;1;21431;CAT.21431
21;4;3;2;21432;CAT.21432
21;4;3;3;21433;CAT.21433
21;4;9;9;21499;CAT.21499
21;5;0;0;21500;CAT.21500
21;5;1;0;21510;CAT.21510
21;5;1;1;21511;CAT.21511
21;5;1;2;21512;CAT.21512
21;5;2;0;21520;CAT.21520
21;5;3;0;21530;CAT.21530
21;5;6;0;21560;CAT.21560
21;5;6;1;21561;CAT.21561
21;6;0;0;21600;CAT.21600
21;6;0;1;21601;CAT.21601
21;6;0;2;21602;CAT.21602
21;6;0;3;21603;CAT.21603
21;6;0;4;21604;CAT.21604
21;6;0;5;21605;CAT.21605
21;6;0;7;21607;CAT.21607
21;6;0;8;21608;CAT.21608
21;6;0;9;21609;CAT.21609
21;6;1;0;21610;CAT.21610
21;6;1;1;21611;CAT.21611
21;6;1;2;21612;CAT.21612
21;6;1;3;21613;CAT.21613
21;6;2;0;21620;CAT.21620
21;7;0;0;21700;CAT.21700
21;7;0;1;21701;CAT.21701
21;7;0;2;21702;CAT.21702
21;7;0;3;21703;CAT.21703
21;7;1;0;21710;CAT.21710
21;9;9;9;21999;CAT.21999
22;0;0;0;22000;CAT.22000
22;0;0;1;22001;CAT.22001
22;0;0;2;22002;CAT.22002
22;0;0;3;22003;CAT.22003
22;0;0;4;22004;CAT.22004
22;0;1;0;22010;CAT.22010
22;0;1;1;22011;CAT.22011
22;0;1;2;22012;CAT.22012
22;0;1;3;22013;CAT.22013
22;0;1;4;22014;CAT.22014
22;0;1;5;22015;CAT.22015
22;0;2;0;22020;CAT.22020
22;0;2;1;22021;CAT.22021
22;0;2;2;22022;CAT.22022
22;0;2;3;22023;CAT.22023
22;0;2;4;22024;CAT.22024
22;0;2;5;22025;CAT.22025
22;0;2;6;22026;CAT.22026
22;0;3;0;22030;CAT.22030
22;0;3;1;22031;CAT.22031
22;0;3;2;22032;CAT.22032
22;0;3;3;22033;CAT.22033
22;0;3;4;22034;CAT.22034
22;0;3;5;22035;CAT.22035
22;0;3;6;22036;CAT.22036
22;1;0;0;22100;CAT.22100
22;1;0;1;22101;CAT.22101
22;1;0;2;22102;CAT.22102
22;1;0;3;22103;CAT.22103
22;1;0;4;22104;CAT.22104
22;1;0;5;22105;CAT.22105
22;1;0;6;22106;CAT.22106
22;1;0;7;22107;CAT.22107
22;1;0;8;22108;CAT.22108
22;1;1;0;22110;CAT.22110
22;1;1;1;22111;CAT.22111
22;1;2;0;22120;CAT.22120
22;1;2;1;22121;CAT.22121
22;1;2;2;22122;CAT.22122
22;2;0;0;22200;CAT.22200
22;2;0;1;22201;CAT.22201
22;2;0;2;22202;CAT.22202
22;2;0;3;22203;CAT.22203
22;2;1;0;22210;CAT.22210
22;2;1;1;22211;CAT.22211
22;2;2;0;22220;CAT.22220
22;2;2;1;22221;CAT.22221
22;2;2;2;22222;CAT.22222
22;2;2;3;22223;CAT.22223
22;2;2;4;22224;CAT.22224
22;2;2;5;22225;CAT.22225
22;2;3;0;22230;CAT.22230
22;3;0;0;22300;CAT.22300
22;3;0;1;22301;CAT.22301
22;3;0;2;22302;CAT.22302
22;3;0;3;22303;CAT.22303
22;3;1;0;22310;CAT.22310
22;4;0;0;22400;CAT.22400
22;4;0;1;22401;CAT.22401
22;4;1;0;22410;CAT.22410
22;4;2;0;22420;CAT.22420
22;4;3;0;22430;CAT.22430
22;4;9;9;22499;CAT.22499
22;5;0;0;22500;CAT.22500
22;5;0;1;22501;CAT.22501
22;5;0;2;22502;CAT.22502
22;5;0;3;22503;CAT.22503
22;5;0;4;22504;CAT.22504
22;5;0;5;22505;CAT.22505
22;5;0;6;22506;CAT.22506
22;5;1;0;22510;CAT.22510
22;5;1;1;22511;CAT.22511
22;5;1;2;22512;CAT.22512
22;5;1;3;22513;CAT.22513
22;5;1;4;22514;CAT.22514
22;5;2;0;22520;CAT.22520
22;5;3;0;22530;CAT.22530
22;5;3;1;22531;CAT.22531
22;5;3;2;22532;CAT.22532
22;5;3;3;22533;CAT.22533
22;5;3;4;22534;CAT.22534
22;5;3;5;22535;CAT.22535
22;5;4;0;22540;CAT.22540
22;5;6;0;22560;CAT.22560
22;5;6;1;22561;CAT.22561
22;6;0;0;22600;CAT.22600
22;6;0;1;22601;CAT.22601
22;6;0;2;22602;CAT.22602
22;6;0;3;22603;CAT.22603
22;9;9;9;22999;CAT.22999
23;0;0;0;23000;CAT.23000
23;0;0;1;23001;CAT.23001
23;0;0;2;23002;CAT.23002
23;0;1;0;23010;CAT.23010
23;0;1;1;23011;CAT.23011
23;0;1;2;23012;CAT.23012
23;0;1;3;23013;CAT.23013
23;0;1;4;23014;CAT.23014
23;0;1;5;23015;CAT.23015
23;0;1;6;23016;CAT.23016
23;0;1;7;23017;CAT.23017
23;0;1;8;23018;CAT.23018
23;0;1;9;23019;CAT.23019
23;0;3;0;23030;CAT.23030
23;0;3;1;23031;CAT.23031
23;0;3;2;23032;CAT.23032
23;0;3;3;23033;CAT.23033
23;0;3;4;23034;CAT.23034
23;0;3;5;23035;CAT.23035
23;0;3;6;23036;CAT.23036
23;0;3;7;23037;CAT.23037
23;1;0;0;23100;CAT.23100
23;1;0;1;23101;CAT.23101
23;1;0;2;23102;CAT.23102
23;1;0;3;23103;CAT.23103
23;1;0;4;23104;CAT.23104
23;1;0;5;23105;CAT.23105
23;1;0;6;23106;CAT.23106
23;1;0;7;23107;CAT.23107
23;1;0;8;23108;CAT.23108
23;1;1;0;23110;CAT.23110
23;1;1;1;23111;CAT.23111
23;1;1;2;23112;CAT.23112
23;1;1;3;23113;CAT.23113
23;1;2;0;23120;CAT.23120
23;1;2;1;23121;CAT.23121
23;1;2;2;23122;CAT.23122
23;1;3;0;23130;CAT.23130
23;1;3;1;23131;CAT.23131
23;1;3;2;23132;CAT.23132
23;1;3;3;23133;CAT.23133
23;1;3;4;23134;CAT.23134
23;1;3;5;23135;CAT.23135
23;1;3;6;23136;CAT.23136
23;2;0;0;23200;CAT.23200
23;2;0;1;23201;CAT.23201
23;2;0;2;23202;CAT.23202
23;2;0;3;23203;CAT.23203
23;2;0;4;23204;CAT.23204
23;2;0;5;23205;CAT.23205
23;2;0;6;23206;CAT.23206
23;2;0;7;23207;CAT.23207
23;2;0;8;23208;CAT.23208
23;2;1;0;23210;CAT.23210
23;2;1;1;23211;CAT.23211
23;2;1;2;23212;CAT.23212
23;2;1;3;23213;CAT.23213
23;2;1;4;23214;CAT.23214
23;2;1;5;23215;CAT.23215
23;2;1;6;23216;CAT.23216
23;2;1;7;23217;CAT.23217
23;2;1;8;23218;CAT.23218
23;2;1;9;23219;CAT.23219
23;3;0;0;23300;CAT.23300
23;3;0;3;23303;CAT.23303
23;3;0;4;23304;CAT.23304
23;3;0;6;23306;CAT.23306
23;3;0;7;23307;CAT.23307
23;3;1;0;23310;CAT.23310
23;3;1;1;23311;CAT.23311
23;3;2;0;23320;CAT.23320
23;3;2;1;23321;CAT.23321
23;3;2;2;23322;CAT.23322
23;3;2;3;23323;CAT.23323
23;3;2;4;23324;CAT.23324
23;3;2;5;23325;CAT.23325
23;3;2;6;23326;CAT.23326
23;3;2;7;23327;CAT.23327
23;3;3;0;23330;CAT.23330
23;4;0;0;23400;CAT.23400
23;4;0;1;23401;CAT.23401
23;4;0;2;23402;CAT.23402
23;4;0;3;23403;CAT.23403
23;4;7;0;23470;CAT.23470
23;4;8;0;23480;CAT.23480
23;4;9;9;23499;CAT.23499
23;5;6;0;23560;CAT.23560
23;5;6;1;23561;CAT.23561
24;0;0;0;24000;CAT.24000
24;0;0;1;24001;CAT.24001
24;0;0;2;24002;CAT.24002
24;0;0;3;24003;CAT.24003
24;0;1;0;24010;CAT.24010
24;0;1;1;24011;CAT.24011
24;0;1;2;24012;CAT.24012
24;0;1;3;24013;CAT.24013
24;0;1;4;24014;CAT.24014
24;0;2;0;24020;CAT.24020
24;0;2;1;24021;CAT.24021
24;0;2;2;24022;CAT.24022
24;0;2;3;24023;CAT.24023
24;0;2;4;24024;CAT.24024
24;0;3;0;24030;CAT.24030
24;0;3;1;24031;CAT.24031
24;0;3;2;24032;CAT.24032
24;0;3;3;24033;CAT.24033
24;0;3;4;24034;CAT.24034
24;0;3;5;24035;CAT.24035
24;0;4;0;24040;CAT.24040
24;0;4;1;24041;CAT.24041
24;0;4;2;24042;CAT.24042
24;0;4;3;24043;CAT.24043
24;0;5;0;24050;CAT.24050
24;0;5;1;24051;CAT.24051
24;0;5;2;24052;CAT.24052
24;0;5;3;24053;CAT.24053
24;0;5;4;24054;CAT.24054
24;0;6;0;24060;CAT.24060
24;0;6;1;24061;CAT.24061
24;0;6;2;24062;CAT.24062
24;0;6;3;24063;CAT.24063
24;0;6;4;24064;CAT.24064
24;0;6;5;24065;CAT.24065
24;0;6;6;24066;CAT.24066
24;1;0;0;24100;CAT.24100
24;1;0;1;24101;CAT.24101
24;1;0;2;24102;CAT.24102
24;1;0;3;24103;CAT.24103
24;1;0;4;24104;CAT.24104
24;1;0;5;24105;CAT.24105
24;1;0;6;24106;CAT.24106
24;1;0;7;24107;CAT.24107
24;1;0;8;24108;CAT.24108
24;1;1;0;24110;CAT.24110
24;1;1;1;24111;CAT.24111
24;1;1;2;24112;CAT.24112
24;1;1;3;24113;CAT.24113
24;1;1;4;24114;CAT.24114
24;1;1;5;24115;CAT.24115
24;1;1;6;24116;CAT.24116
24;1;1;7;24117;CAT.24117
24;1;1;8;24118;CAT.24118
24;1;2;0;24120;CAT.24120
24;1;2;1;24121;CAT.24121
24;1;2;2;24122;CAT.24122
24;1;2;3;24123;CAT.24123
24;1;2;4;24124;CAT.24124
24;1;2;5;24125;CAT.24125
24;1;2;6;24126;CAT.24126
24;1;2;7;24127;CAT.24127
24;1;2;8;24128;CAT.24128
24;1;3;0;24130;CAT.24130
24;1;3;1;24131;CAT.24131
24;1;3;2;24132;CAT.24132
24;1;4;0;24140;CAT.24140
24;1;4;1;24141;CAT.24141
24;1;4;2;24142;CAT.24142
24;2;0;0;24200;CAT.24200
24;2;0;1;24201;CAT.24201
24;2;0;2;24202;CAT.24202
24;2;0;3;24203;CAT.24203
24;2;1;0;24210;CAT.24210
24;2;2;0;24220;CAT.24220
24;2;2;1;24221;CAT.24221
24;2;2;2;24222;CAT.24222
24;2;2;3;24223;CAT.24223
24;2;3;0;24230;CAT.24230
24;2;4;0;24240;CAT.24240
24;2;4;1;24241;CAT.24241
24;2;4;2;24242;CAT.24242
24;2;4;3;24243;CAT.24243
24;2;5;0;24250;CAT.24250
24;2;5;1;24251;CAT.24251
24;2;6;0;24260;CAT.24260
24;2;6;1;24261;CAT.24261
24;2;9;0;24290;CAT.24290
24;3;0;0;24300;CAT.24300
24;3;0;1;24301;CAT.24301
24;3;0;2;24302;CAT.24302
24;3;0;3;24303;CAT.24303
24;3;0;4;24304;CAT.24304
24;3;1;0;24310;CAT.24310
24;3;1;1;24311;CAT.24311
24;3;2;0;24320;CAT.24320
24;3;2;1;24321;CAT.24321
24;3;2;2;24322;CAT.24322
24;3;2;3;24323;CAT.24323
24;3;2;4;24324;CAT.24324
24;3;2;5;24325;CAT.24325
24;3;3;0;24330;CAT.24330
24;3;3;1;24331;CAT.24331
24;3;3;2;24332;CAT.24332
24;3;3;3;24333;CAT.24333
24;3;4;0;24340;CAT.24340
24;3;4;1;24341;CAT.24341
24;3;4;2;24342;CAT.24342
24;3;5;0;24350;CAT.24350
24;3;5;1;24351;CAT.24351
24;3;5;2;24352;CAT.24352
24;3;5;3;24353;CAT.24353
24;3;5;4;24354;CAT.24354
24;3;5;5;24355;CAT.24355
24;3;5;6;24356;CAT.24356
24;3;5;7;24357;CAT.24357
24;3;5;8;24358;CAT.24358
24;3;6;0;24360;CAT.24360
24;3;6;1;24361;CAT.24361
24;3;6;2;24362;CAT.24362
24;3;6;3;24363;CAT.24363
24;3;6;4;24364;CAT.24364
24;3;6;5;24365;CAT.24365
24;4;0;0;24400;CAT.24400
24;4;1;0;24410;CAT.24410
24;4;2;0;24420;CAT.24420
24;4;2;1;24421;CAT.24421
24;4;2;2;24422;CAT.24422
24;4;3;0;24430;CAT.24430
24;4;3;1;24431;CAT.24431
24;4;3;2;24432;CAT.24432
24;4;4;0;24440;CAT.24440
24;4;4;1;24441;CAT.24441
24;4;4;2;24442;CAT.24442
24;4;4;3;24443;CAT.24443
24;4;4;4;24444;CAT.24444
24;4;9;9;24499;CAT.24499
24;5;0;0;24500;CAT.24500
24;5;0;1;24501;CAT.24501
24;5;0;2;24502;CAT.24502
24;5;0;3;24503;CAT.24503
24;5;1;0;24510;CAT.24510
24;5;1;1;24511;CAT.24511
24;5;1;2;24512;CAT.24512
24;5;1;3;24513;CAT.24513
24;5;2;0;24520;CAT.24520
24;5;2;1;24521;CAT.24521
24;5;2;2;24522;CAT.24522
24;5;2;3;24523;CAT.24523
24;5;2;4;24524;CAT.24524
24;5;3;0;24530;CAT.24530
24;5;3;1;24531;CAT.24531
24;5;3;2;24532;CAT.24532
24;5;4;0;24540;CAT.24540
24;5;4;1;24541;CAT.24541
24;5;4;2;24542;CAT.24542
24;5;4;3;24543;CAT.24543
24;5;4;4;24544;CAT.24544
24;5;4;5;24545;CAT.24545
24;5;4;6;24546;CAT.24546
24;5;6;0;24560;CAT.24560
24;5;6;1;24561;CAT.24561
24;6;0;0;24600;CAT.24600
24;6;0;1;24601;CAT.24601
24;6;1;0;24610;CAT.24610
24;6;1;1;24611;CAT.24611
24;6;2;0;24620;CAT.24620
24;6;2;1;24621;CAT.24621
24;6;3;0;24630;CAT.24630
24;6;4;0;24640;CAT.24640
24;6;4;1;24641;CAT.24641
24;6;4;2;24642;CAT.24642
24;6;4;3;24643;CAT.24643
24;6;4;4;24644;CAT.24644
24;7;0;0;24700;CAT.24700
24;7;0;1;24701;CAT.24701
24;7;0;2;24702;CAT.24702
24;7;0;3;24703;CAT.24703
24;7;0;4;24704;CAT.24704
24;7;1;0;24710;CAT.24710
24;7;1;1;24711;CAT.24711
24;7;1;2;24712;CAT.24712
24;7;2;0;24720;CAT.24720
24;7;2;1;24721;CAT.24721
24;7;2;2;24722;CAT.24722
24;7;2;3;24723;CAT.24723
24;7;2;4;24724;CAT.24724
24;7;3;0;24730;CAT.24730
24;7;4;0;24740;CAT.24740
24;7;4;1;24741;CAT.24741
24;7;5;0;24750;CAT.24750
24;7;6;0;24760;CAT.24760
24;7;7;0;24770;CAT.24770
24;8;0;0;24800;CAT.24800
24;8;0;1;24801;CAT.24801
24;9;9;9;24999;CAT.24999
26;0;0;0;26000;CAT.26000
26;0;0;1;26001;CAT.26001
26;0;0;2;26002;CAT.26002
26;0;0;3;26003;CAT.26003
26;0;0;4;26004;CAT.26004
26;0;0;5;26005;CAT.26005
26;1;0;0;26100;CAT.26100
26;1;0;1;26101;CAT.26101
26;1;0;2;26102;CAT.26102
26;1;1;0;26110;CAT.26110
26;1;2;0;26120;CAT.26120
26;1;2;1;26121;CAT.26121
26;1;3;0;26130;CAT.26130
26;1;4;0;26140;CAT.26140
26;1;4;1;26141;CAT.26141
26;1;4;2;26142;CAT.26142
26;1;4;3;26143;CAT.26143
26;1;4;4;26144;CAT.26144
26;1;4;5;26145;CAT.26145
26;1;4;6;26146;CAT.26146
26;1;5;0;26150;CAT.26150
26;1;5;1;26151;CAT.26151
26;1;5;2;26152;CAT.26152
26;1;5;3;26153;CAT.26153
26;2;0;0;26200;CAT.26200
26;2;0;1;26201;CAT.26201
26;3;0;0;26300;CAT.26300
26;4;0;0;26400;CAT.26400
26;4;9;9;26499;CAT.26499
26;5;7;0;26570;CAT.26570
26;5;7;1;26571;CAT.26571
26;6;0;0;26600;CAT.26600
26;6;0;1;26601;CAT.26601
26;6;0;2;26602;CAT.26602
26;6;0;3;26603;CAT.26603
30;0;0;0;30000;CAT.30000
30;0;0;1;30001;CAT.30001
30;0;0;2;30002;CAT.30002
30;0;0;3;30003;CAT.30003
30;0;0;4;30004;CAT.30004
30;0;0;5;30005;CAT.30005
30;0;0;6;30006;CAT.30006
30;0;0;7;30007;CAT.30007
30;0;0;8;30008;CAT.30008
30;0;0;9;30009;CAT.30009
30;0;1;0;30010;CAT.30010
30;0;1;1;30011;CAT.30011
30;0;1;2;30012;CAT.30012
30;0;1;3;30013;CAT.30013
30;0;1;4;30014;CAT.30014
30;0;1;5;30015;CAT.30015
30;0;1;6;30016;CAT.30016
30;0;1;7;30017;CAT.30017
30;0;1;8;30018;CAT.30018
30;0;1;9;30019;CAT.30019
30;0;2;0;30020;CAT.30020
30;0;2;1;30021;CAT.30021
30;0;2;2;30022;CAT.30022
30;0;2;3;30023;CAT.30023
30;0;2;4;30024;CAT.30024
30;0;2;5;30025;CAT.30025
30;0;3;0;30030;CAT.30030
30;0;3;1;30031;CAT.30031
30;0;3;2;30032;CAT.30032
30;0;3;3;30033;CAT.30033
30;0;3;4;30034;CAT.30034
30;0;3;5;30035;CAT.30035
30;0;3;6;30036;CAT.30036
30;0;3;7;30037;CAT.30037
30;0;4;0;30040;CAT.30040
30;0;5;1;30051;CAT.30051
30;0;5;2;30052;CAT.30052
30;0;5;3;30053;CAT.30053
30;0;5;4;30054;CAT.30054
30;0;5;5;30055;CAT.30055
30;0;5;6;30056;CAT.30056
30;0;6;1;30061;CAT.30061
30;0;6;2;30062;CAT.30062
30;0;6;3;30063;CAT.30063
30;0;6;4;30064;CAT.30064
30;0;6;5;30065;CAT.30065
30;0;6;6;30066;CAT.30066
30;0;6;7;30067;CAT.30067
30;0;7;1;30071;CAT.30071
30;0;7;2;30072;CAT.30072
30;0;7;3;30073;CAT.30073
30;0;9;0;30090;CAT.30090
30;1;0;0;30100;CAT.30100
30;1;0;1;30101;CAT.30101
30;1;0;2;30102;CAT.30102
30;1;0;3;30103;CAT.30103
30;1;0;4;30104;CAT.30104
30;1;0;5;30105;CAT.30105
30;1;0;6;30106;CAT.30106
30;1;0;7;30107;CAT.30107
30;1;1;0;30110;CAT.30110
30;1;1;1;30111;CAT.30111
30;1;1;2;30112;CAT.30112
30;1;1;3;30113;CAT.30113
30;1;1;4;30114;CAT.30114
30;1;1;5;30115;CAT.30115
30;1;1;6;30116;CAT.30116
30;1;1;7;30117;CAT.30117
30;1;1;8;30118;CAT.30118
30;1;1;9;30119;CAT.30119
30;1;2;0;30120;CAT.30120
30;1;2;1;30121;CAT.30121
30;1;2;2;30122;CAT.30122
30;1;2;3;30123;CAT.30123
30;1;2;4;30124;CAT.30124
30;1;2;5;30125;CAT.30125
30;1;2;6;30126;CAT.30126
30;1;2;7;30127;CAT.30127
30;1;2;8;30128;CAT.30128
30;1;2;9;30129;CAT.30129
30;1;3;0;30130;CAT.30130
30;1;3;1;30131;CAT.30131
30;1;3;2;30132;CAT.30132
30;1;3;3;30133;CAT.30133
30;1;3;4;30134;CAT.30134
30;1;3;5;30135;CAT.30135
30;1;3;6;30136;CAT.30136
30;1;3;7;30137;CAT.30137
30;1;3;8;30138;CAT.30138
30;1;3;9;30139;CAT.30139
30;1;4;0;30140;CAT.30140
30;1;4;1;30141;CAT.30141
30;1;4;2;30142;CAT.30142
30;1;4;3;30143;CAT.30143
30;1;4;4;30144;CAT.30144
30;1;4;5;30145;CAT.30145
30;1;4;6;30146;CAT.30146
30;1;4;7;30147;CAT.30147
30;1;5;0;30150;CAT.30150
30;1;5;1;30151;CAT.30151
30;1;5;2;30152;CAT.30152
30;1;5;3;30153;CAT.30153
30;1;5;4;30154;CAT.30154
30;1;5;5;30155;CAT.30155
30;1;5;6;30156;CAT.30156
30;1;5;7;30157;CAT.30157
30;1;5;8;30158;CAT.30158
30;1;6;0;30160;CAT.30160
30;1;6;1;30161;CAT.30161
30;1;6;2;30162;CAT.30162
30;1;6;3;30163;CAT.30163
30;1;6;4;30164;CAT.30164
30;1;6;5;30165;CAT.30165
30;1;6;6;30166;CAT.30166
30;1;6;7;30167;CAT.30167
30;1;7;0;30170;CAT.30170
30;1;7;1;30171;CAT.30171
30;1;7;2;30172;CAT.30172
30;1;7;3;30173;CAT.30173
30;1;7;4;30174;CAT.30174
30;1;7;5;30175;CAT.30175
30;1;7;6;30176;CAT.30176
30;1;7;7;30177;CAT.30177
30;1;7;8;30178;CAT.30178
30;1;8;0;30180;CAT.30180
30;1;8;1;30181;CAT.30181
30;1;8;2;30182;CAT.30182
30;1;8;3;30183;CAT.30183
30;1;8;4;30184;CAT.30184
30;1;8;5;30185;CAT.30185
30;1;8;6;30186;CAT.30186
30;1;8;7;30187;CAT.30187
30;1;8;8;30188;CAT.30188
30;1;8;9;30189;CAT.30189
30;1;9;0;30190;CAT.30190
30;1;9;1;30191;CAT.30191
30;1;9;2;30192;CAT.30192
30;1;9;3;30193;CAT.30193
30;1;9;4;30194;CAT.30194
30;1;9;5;30195;CAT.30195
30;2;0;0;30200;CAT.30200
30;2;0;1;30201;CAT.30201
30;2;0;2;30202;CAT.30202
30;2;0;3;30203;CAT.30203
30;2;0;4;30204;CAT.30204
30;2;0;5;30205;CAT.30205
30;2;0;6;30206;CAT.30206
30;2;0;7;30207;CAT.30207
30;2;0;8;30208;CAT.30208
30;2;0;9;30209;CAT.30209
30;2;1;0;30210;CAT.30210
30;2;1;1;30211;CAT.30211
30;2;1;2;30212;CAT.30212
30;2;1;3;30213;CAT.30213
30;2;1;4;30214;CAT.30214
30;2;1;5;30215;CAT.30215
30;2;1;6;30216;CAT.30216
30;2;2;0;30220;CAT.30220
30;2;2;1;30221;CAT.30221
30;2;2;2;30222;CAT.30222
30;2;2;3;30223;CAT.30223
30;2;3;0;30230;CAT.30230
30;2;3;1;30231;CAT.30231
30;2;3;2;30232;CAT.30232
30;2;3;3;30233;CAT.30233
30;2;3;4;30234;CAT.30234
30;2;4;0;30240;CAT.30240
30;2;4;1;30241;CAT.30241
30;2;4;2;30242;CAT.30242
30;2;4;3;30243;CAT.30243
30;2;5;0;30250;CAT.30250
30;2;5;1;30251;CAT.30251
30;2;6;0;30260;CAT.30260
30;2;7;0;30270;CAT.30270
30;2;8;0;30280;CAT.30280
30;2;8;1;30281;CAT.30281
30;2;9;0;30290;CAT.30290
30;2;9;1;30291;CAT.30291
30;3;0;0;30300;CAT.30300
30;3;0;1;30301;CAT.30301
30;3;0;2;30302;CAT.30302
30;3;0;3;30303;CAT.30303
30;3;0;4;30304;CAT.30304
30;3;0;5;30305;CAT.30305
30;3;0;6;30306;CAT.30306
30;3;0;7;30307;CAT.30307
30;3;0;8;30308;CAT.30308
30;3;0;9;30309;CAT.30309
30;3;1;0;30310;CAT.30310
30;3;1;1;30311;CAT.30311
30;3;1;2;30312;CAT.30312
30;3;1;3;30313;CAT.30313
30;3;1;4;30314;CAT.30314
30;3;1;5;30315;CAT.30315
30;3;2;0;30320;CAT.30320
30;3;2;1;30321;CAT.30321
30;3;2;2;30322;CAT.30322
30;3;2;3;30323;CAT.30323
30;3;2;4;30324;CAT.30324
30;3;2;5;30325;CAT.30325
30;3;2;6;30326;CAT.30326
30;3;2;7;30327;CAT.30327
30;3;3;0;30330;CAT.30330
30;3;3;1;30331;CAT.30331
30;3;3;2;30332;CAT.30332
30;3;3;3;30333;CAT.30333
30;3;3;4;30334;CAT.30334
30;3;4;0;30340;CAT.30340
30;3;4;1;30341;CAT.30341
30;3;4;2;30342;CAT.30342
30;3;4;3;30343;CAT.30343
30;3;4;4;30344;CAT.30344
30;3;4;5;30345;CAT.30345
30;3;4;6;30346;CAT.30346
30;3;4;7;30347;CAT.30347
30;3;4;8;30348;CAT.30348
30;3;4;9;30349;CAT.30349
30;3;5;1;30351;CAT.30351
30;3;5;2;30352;CAT.30352
30;3;5;3;30353;CAT.30353
30;3;5;4;30354;CAT.30354
30;3;5;5;30355;CAT.30355
30;3;5;6;30356;CAT.30356
30;3;5;7;30357;CAT.30357
30;3;5;8;30358;CAT.30358
30;3;5;9;30359;CAT.30359
30;3;6;0;30360;CAT.30360
30;3;6;1;30361;CAT.30361
30;3;6;2;30362;CAT.30362
30;3;6;3;30363;CAT.30363
30;3;6;4;30364;CAT.30364
30;3;6;5;30365;CAT.30365
30;3;6;6;30366;CAT.30366
30;3;6;7;30367;CAT.30367
30;3;7;1;30371;CAT.30371
30;3;8;0;30380;CAT.30380
30;4;0;0;30400;CAT.30400
30;4;0;1;30401;CAT.30401
30;4;0;2;30402;CAT.30402
30;4;1;0;30410;CAT.30410
30;4;1;1;30411;CAT.30411
30;4;2;0;30420;CAT.30420
30;4;2;1;30421;CAT.30421
30;4;3;0;30430;CAT.30430
30;4;3;1;30431;CAT.30431
30;4;9;9;30499;CAT.30499
30;5;1;1;30511;CAT.30511
30;5;1;2;30512;CAT.30512
30;5;1;3;30513;CAT.30513
30;5;2;1;30521;CAT.30521
30;5;2;2;30522;CAT.30522
30;5;3;1;30531;CAT.30531
30;5;3;2;30532;CAT.30532
30;5;4;1;30541;CAT.30541
30;5;4;2;30542;CAT.30542
30;5;4;3;30543;CAT.30543
30;5;4;4;30544;CAT.30544
30;5;4;5;30545;CAT.30545
30;5;4;6;30546;CAT.30546
30;5;4;7;30547;CAT.30547
30;5;4;8;30548;CAT.30548
30;5;4;9;30549;CAT.30549
30;5;5;1;30551;CAT.30551
30;5;5;2;30552;CAT.30552
30;5;5;3;30553;CAT.30553
30;5;5;4;30554;CAT.30554
30;5;6;1;30561;CAT.30561
30;5;6;2;30562;CAT.30562
30;5;6;3;30563;CAT.30563
30;5;6;4;30564;CAT.30564
30;5;6;5;30565;CAT.30565
30;6;0;1;30601;CAT.30601
