seccion;grupo;familia;subfam;auxsbf;descripm
14;0;6;1;14061;CAT.14061
14;0;6;2;14062;CAT.14062
14;0;6;3;14063;CAT.14063
14;0;6;4;14064;CAT.14064
14;0;6;5;14065;CAT.14065
14;0;6;6;14066;CAT.14066
14;0;6;7;14067;CAT.14067
14;0;6;8;14068;CAT.14068
14;0;7;0;14070;CAT.14070
14;0;7;1;14071;CAT.14071
14;0;7;2;14072;CAT.14072
14;0;7;3;14073;CAT.14073
14;0;7;4;14074;CAT.14074
14;0;7;5;14075;CAT.14075
14;0;8;0;14080;CAT.14080
14;0;8;1;14081;CAT.14081
14;0;8;2;14082;CAT.14082
14;0;8;3;14083;CAT.14083
14;0;8;4;14084;CAT.14084
14;1;0;0;14100;CAT.14100
14;1;0;1;14101;CAT.14101
14;1;0;2;14102;CAT.14102
14;1;0;3;14103;CAT.14103
14;1;0;4;14104;CAT.14104
14;1;0;5;14105;CAT.14105
14;1;0;6;14106;CAT.14106
14;1;0;7;14107;CAT.14107
14;1;0;8;14108;CAT.14108
14;1;1;0;14110;CAT.14110
14;1;1;1;14111;CAT.14111
14;1;1;2;14112;CAT.14112
14;1;1;3;14113;CAT.14113
14;1;2;0;14120;CAT.14120
14;1;2;1;14121;CAT.14121
14;1;2;2;14122;CAT.14122
14;1;2;3;14123;CAT.14123
14;1;2;4;14124;CAT.14124
14;1;2;5;14125;CAT.14125
14;1;3;0;14130;CAT.14130
14;1;3;1;14131;CAT.14131
14;1;3;2;14132;CAT.14132
14;1;3;3;14133;CAT.14133
14;1;3;4;14134;CAT.14134
14;1;3;5;14135;CAT.14135
14;1;3;6;14136;CAT.14136
14;1;3;7;14137;CAT.14137
14;1;4;0;14140;CAT.14140
14;1;4;1;14141;CAT.14141
14;1;4;2;14142;CAT.14142
14;1;4;3;14143;CAT.14143
14;1;4;4;14144;CAT.14144
14;1;4;5;14145;CAT.14145
14;1;5;0;14150;CAT.14150
14;1;5;1;14151;CAT.14151
14;1;5;2;14152;CAT.14152
14;1;5;3;14153;CAT.14153
14;2;0;0;14200;CAT.14200
14;2;0;1;14201;CAT.14201
14;2;0;2;14202;CAT.14202
14;2;0;3;14203;CAT.14203
14;2;0;4;14204;CAT.14204
14;2;0;5;14205;CAT.14205
14;2;0;6;14206;CAT.14206
14;2;0;7;14207;CAT.14207
14;2;0;8;14208;CAT.14208
14;2;0;9;14209;CAT.14209
14;2;1;0;14210;CAT.14210
14;2;1;1;14211;CAT.14211
14;2;1;2;14212;CAT.14212
14;2;1;3;14213;CAT.14213
14;2;1;4;14214;CAT.14214
14;2;1;5;14215;CAT.14215
14;2;1;6;14216;CAT.14216
14;2;1;7;14217;CAT.14217
14;2;1;8;14218;CAT.14218
14;2;2;0;14220;CAT.14220
14;2;2;1;14221;CAT.14221
14;2;2;2;14222;CAT.14222
14;2;2;3;14223;CAT.14223
14;2;2;4;14224;CAT.14224
14;2;3;0;14230;CAT.14230
14;2;3;1;14231;CAT.14231
14;2;3;2;14232;CAT.14232
14;2;3;3;14233;CAT.14233
14;2;4;0;14240;CAT.14240
14;2;4;1;14241;CAT.14241
14;2;4;2;14242;CAT.14242
14;2;5;0;14250;CAT.14250
14;2;5;1;14251;CAT.14251
14;2;5;2;14252;CAT.14252
14;2;5;3;14253;CAT.14253
14;2;5;4;14254;CAT.14254
14;2;5;5;14255;CAT.14255
14;2;5;6;14256;CAT.14256
14;2;5;7;14257;CAT.14257
14;2;5;8;14258;CAT.14258
14;2;5;9;14259;CAT.14259
14;2;6;0;14260;CAT.14260
14;2;6;1;14261;CAT.14261
14;2;6;2;14262;CAT.14262
14;2;6;3;14263;CAT.14263
14;2;6;4;14264;CAT.14264
14;2;6;5;14265;CAT.14265
14;2;6;6;14266;CAT.14266
14;2;6;7;14267;CAT.14267
14;2;6;8;14268;CAT.14268
14;2;6;9;14269;CAT.14269
14;2;7;0;14270;CAT.14270
14;2;7;1;14271;CAT.14271
14;2;7;2;14272;CAT.14272
14;2;7;3;14273;CAT.14273
14;2;7;4;14274;CAT.14274
14;2;7;5;14275;CAT.14275
14;2;7;6;14276;CAT.14276
14;2;8;0;14280;CAT.14280
14;2;8;1;14281;CAT.14281
14;2;8;2;14282;CAT.14282
14;2;8;3;14283;CAT.14283
14;2;8;4;14284;CAT.14284
14;2;8;5;14285;CAT.14285
14;2;8;6;14286;CAT.14286
14;2;8;7;14287;CAT.14287
14;2;8;8;14288;CAT.14288
14;2;8;9;14289;CAT.14289
14;2;9;0;14290;CAT.14290
14;2;9;1;14291;CAT.14291
14;2;9;2;14292;CAT.14292
14;2;9;3;14293;CAT.14293
14;2;9;4;14294;CAT.14294
14;2;9;5;14295;CAT.14295
14;3;0;0;14300;CAT.14300
14;3;0;1;14301;CAT.14301
14;3;0;2;14302;CAT.14302
14;3;0;3;14303;CAT.14303
14;3;0;4;14304;CAT.14304
14;3;1;0;14310;CAT.14310
14;3;1;1;14311;CAT.14311
14;3;1;2;14312;CAT.14312
14;3;1;3;14313;CAT.14313
14;3;1;4;14314;CAT.14314
14;3;1;5;14315;CAT.14315
14;3;2;0;14320;CAT.14320
14;3;2;1;14321;CAT.14321
14;3;2;2;14322;CAT.14322
14;3;2;3;14323;CAT.14323
14;3;2;4;14324;CAT.14324
14;3;2;5;14325;CAT.14325
14;3;2;6;14326;CAT.14326
14;3;2;7;14327;CAT.14327
14;3;2;8;14328;CAT.14328
14;3;2;9;14329;CAT.14329
14;4;0;0;14400;CAT.14400
14;4;0;1;14401;CAT.14401
14;4;0;2;14402;CAT.14402
14;4;0;3;14403;CAT.14403
14;4;0;4;14404;CAT.14404
14;4;0;5;14405;CAT.14405
14;4;1;0;14410;CAT.14410
14;4;1;1;14411;CAT.14411
14;4;1;2;14412;CAT.14412
14;4;1;3;14413;CAT.14413
14;4;1;4;14414;CAT.14414
14;4;1;5;14415;CAT.14415
14;4;1;6;14416;CAT.14416
14;4;1;7;14417;CAT.14417
14;4;1;8;14418;CAT.14418
14;4;1;9;14419;CAT.14419
14;4;2;0;14420;CAT.14420
14;4;2;1;14421;CAT.14421
14;4;2;2;14422;CAT.14422
14;4;2;3;14423;CAT.14423
14;4;2;4;14424;CAT.14424
14;4;2;5;14425;CAT.14425
14;4;2;6;14426;CAT.14426
14;4;2;7;14427;CAT.14427
14;4;2;8;14428;CAT.14428
14;4;2;9;14429;CAT.14429
14;4;3;0;14430;CAT.14430
14;4;3;1;14431;CAT.14431
14;4;3;2;14432;CAT.14432
14;4;3;3;14433;CAT.14433
14;4;3;4;14434;CAT.14434
14;4;3;5;14435;CAT.14435
14;4;3;6;14436;CAT.14436
14;4;3;7;14437;CAT.14437
14;4;4;0;14440;CAT.14440
14;4;4;1;14441;CAT.14441
14;4;4;2;14442;CAT.14442
14;4;4;3;14443;CAT.14443
14;4;4;4;14444;CAT.14444
14;4;4;5;14445;CAT.14445
14;4;5;0;14450;CAT.14450
14;4;5;1;14451;CAT.14451
14;4;5;2;14452;CAT.14452
14;4;9;9;14499;CAT.14499
14;5;0;0;14500;CAT.14500
14;5;0;1;14501;CAT.14501
14;5;0;2;14502;CAT.14502
14;5;0;3;14503;CAT.14503
14;5;0;4;14504;CAT.14504
14;5;0;5;14505;CAT.14505
14;5;0;6;14506;CAT.14506
14;5;0;7;14507;CAT.14507
14;5;0;8;14508;CAT.14508
14;5;0;9;14509;CAT.14509
14;5;1;0;14510;CAT.14510
14;5;1;1;14511;CAT.14511
14;5;1;2;14512;CAT.14512
14;5;1;3;14513;CAT.14513
14;5;1;4;14514;CAT.14514
14;5;1;5;14515;CAT.14515
14;5;1;6;14516;CAT.14516
14;5;2;0;14520;CAT.14520
14;5;2;1;14521;CAT.14521
14;5;2;2;14522;CAT.14522
14;5;2;3;14523;CAT.14523
14;5;2;4;14524;CAT.14524
14;5;2;5;14525;CAT.14525
14;5;2;6;14526;CAT.14526
14;5;2;7;14527;CAT.14527
14;5;2;8;14528;CAT.14528
14;5;2;9;14529;CAT.14529
14;5;3;0;14530;CAT.14530
14;5;3;1;14531;CAT.14531
14;5;3;2;14532;CAT.14532
14;5;3;3;14533;CAT.14533
14;5;3;4;14534;CAT.14534
14;5;3;5;14535;CAT.14535
14;5;3;6;14536;CAT.14536
14;5;4;0;14540;CAT.14540
14;5;4;1;14541;CAT.14541
14;5;4;2;14542;CAT.14542
14;5;4;3;14543;CAT.14543
14;5;4;4;14544;CAT.14544
14;5;4;5;14545;CAT.14545
14;5;4;6;14546;CAT.14546
14;5;4;7;14547;CAT.14547
14;5;5;0;14550;CAT.14550
14;5;5;1;14551;CAT.14551
14;5;5;2;14552;CAT.14552
14;5;5;3;14553;CAT.14553
14;5;5;4;14554;CAT.14554
14;5;5;6;14556;CAT.14556
14;5;5;7;14557;CAT.14557
14;5;5;8;14558;CAT.14558
14;5;5;9;14559;CAT.14559
14;5;6;0;14560;CAT.14560
14;5;6;1;14561;CAT.14561
14;5;6;2;14562;CAT.14562
14;5;6;3;14563;CAT.14563
14;5;6;4;14564;CAT.14564
14;5;6;5;14565;CAT.14565
14;5;7;0;14570;CAT.14570
14;5;7;1;14571;CAT.14571
14;5;7;2;14572;CAT.14572
14;5;7;3;14573;CAT.14573
14;5;7;4;14574;CAT.14574
14;5;8;0;14580;CAT.14580
14;5;8;1;14581;CAT.14581
14;5;8;2;14582;CAT.14582
14;5;8;3;14583;CAT.14583
14;5;8;4;14584;CAT.14584
14;5;8;5;14585;CAT.14585
14;5;8;6;14586;CAT.14586
14;5;8;7;14587;CAT.14587
14;5;8;8;14588;CAT.14588
14;6;0;0;14600;CAT.14600
14;6;0;1;14601;CAT.14601
14;6;0;2;14602;CAT.14602
14;6;0;3;14603;CAT.14603
14;6;0;4;14604;CAT.14604
14;6;0;5;14605;CAT.14605
14;6;0;6;14606;CAT.14606
14;6;0;7;14607;CAT.14607
14;6;1;0;14610;CAT.14610
14;6;1;1;14611;CAT.14611
14;6;1;2;14612;CAT.14612
14;6;1;3;14613;CAT.14613
14;6;1;4;14614;CAT.14614
14;6;1;5;14615;CAT.14615
14;6;1;6;14616;CAT.14616
14;6;1;7;14617;CAT.14617
14;6;1;8;14618;CAT.14618
14;6;1;9;14619;CAT.14619
14;6;2;0;14620;CAT.14620
14;6;2;1;14621;CAT.14621
14;6;2;2;14622;CAT.14622
14;6;2;3;14623;CAT.14623
14;6;2;4;14624;CAT.14624
14;6;2;5;14625;CAT.14625
14;6;2;6;14626;CAT.14626
14;6;2;7;14627;CAT.14627
14;6;3;0;14630;CAT.14630
14;6;3;1;14631;CAT.14631
14;6;3;2;14632;CAT.14632
14;6;3;3;14633;CAT.14633
14;6;3;4;14634;CAT.14634
14;6;3;5;14635;CAT.14635
14;6;3;6;14636;CAT.14636
14;6;3;7;14637;CAT.14637
14;6;4;0;14640;CAT.14640
14;6;4;1;14641;CAT.14641
14;6;4;2;14642;CAT.14642
14;6;4;3;14643;CAT.14643
14;6;4;4;14644;CAT.14644
14;6;4;5;14645;CAT.14645
14;6;4;6;14646;CAT.14646
14;6;4;7;14647;CAT.14647
14;6;4;8;14648;CAT.14648
14;6;4;9;14649;CAT.14649
14;6;5;0;14650;CAT.14650
14;6;5;1;14651;CAT.14651
14;6;5;2;14652;CAT.14652
14;6;5;3;14653;CAT.14653
14;6;5;4;14654;CAT.14654
14;6;5;5;14655;CAT.14655
14;6;5;6;14656;CAT.14656
14;6;5;7;14657;CAT.14657
14;6;5;8;14658;CAT.14658
14;6;5;9;14659;CAT.14659
14;7;0;0;14700;CAT.14700
14;7;0;1;14701;CAT.14701
14;7;0;2;14702;CAT.14702
14;7;0;9;14709;CAT.14709
14;7;1;0;14710;CAT.14710
14;7;1;1;14711;CAT.14711
14;7;1;2;14712;CAT.14712
14;7;2;0;14720;CAT.14720
14;7;2;1;14721;CAT.14721
14;7;2;2;14722;CAT.14722
14;7;2;3;14723;CAT.14723
14;7;2;4;14724;CAT.14724
14;7;2;5;14725;CAT.14725
14;7;2;6;14726;CAT.14726
14;7;3;0;14730;CAT.14730
14;7;4;0;14740;CAT.14740
14;7;4;1;14741;CAT.14741
14;7;5;0;14750;CAT.14750
14;7;6;0;14760;CAT.14760
14;7;7;0;14770;CAT.14770
14;7;7;1;14771;CAT.14771
14;7;7;2;14772;CAT.14772
14;7;8;0;14780;CAT.14780
14;7;9;0;14790;CAT.14790
14;9;8;0;14980;CAT.14980
14;9;8;1;14981;CAT.14981
14;9;9;9;14999;CAT.14999
15;0;0;0;15000;CAT.15000
15;0;0;1;15001;CAT.15001
15;0;1;0;15010;CAT.15010
15;0;2;0;15020;CAT.15020
15;0;3;0;15030;CAT.15030
15;0;3;1;15031;CAT.15031
15;0;4;0;15040;CAT.15040
15;0;4;1;15041;CAT.15041
15;0;4;2;15042;CAT.15042
15;0;4;3;15043;CAT.15043
15;0;4;4;15044;CAT.15044
15;0;5;0;15050;CAT.15050
15;0;5;1;15051;CAT.15051
15;0;5;2;15052;CAT.15052
15;0;5;3;15053;CAT.15053
15;0;5;4;15054;CAT.15054
15;0;5;5;15055;CAT.15055
15;0;5;6;15056;CAT.15056
15;0;5;7;15057;CAT.15057
15;0;5;8;15058;CAT.15058
15;0;6;0;15060;CAT.15060
15;0;6;1;15061;CAT.15061
15;0;6;2;15062;CAT.15062
15;0;7;0;15070;CAT.15070
15;0;7;1;15071;CAT.15071
15;0;7;2;15072;CAT.15072
15;0;7;3;15073;CAT.15073
15;0;8;0;15080;CAT.15080
15;0;8;1;15081;CAT.15081
15;0;8;2;15082;CAT.15082
15;0;8;3;15083;CAT.15083
15;0;9;0;15090;CAT.15090
15;0;9;1;15091;CAT.15091
15;0;9;2;15092;CAT.15092
15;1;0;0;15100;CAT.15100
15;1;0;1;15101;CAT.15101
15;1;1;0;15110;CAT.15110
15;1;1;1;15111;CAT.15111
15;1;1;2;15112;CAT.15112
15;1;2;0;15120;CAT.15120
15;1;3;0;15130;CAT.15130
15;1;4;0;15140;CAT.15140
15;1;4;1;15141;CAT.15141
15;1;4;2;15142;CAT.15142
15;1;4;3;15143;CAT.15143
15;1;4;4;15144;CAT.15144
15;1;4;5;15145;CAT.15145
15;1;4;6;15146;CAT.15146
15;1;4;7;15147;CAT.15147
15;1;5;0;15150;CAT.15150
15;1;6;0;15160;CAT.15160
15;1;6;1;15161;CAT.15161
15;1;7;0;15170;CAT.15170
15;1;7;1;15171;CAT.15171
15;1;8;0;15180;CAT.15180
15;1;8;1;15181;CAT.15181
15;2;0;0;15200;CAT.15200
15;2;0;1;15201;CAT.15201
15;2;0;2;15202;CAT.15202
15;2;0;3;15203;CAT.15203
15;2;0;4;15204;CAT.15204
15;2;1;0;15210;CAT.15210
15;2;1;1;15211;CAT.15211
15;2;1;2;15212;CAT.15212
15;2;1;3;15213;CAT.15213
15;2;1;4;15214;CAT.15214
15;2;1;5;15215;CAT.15215
15;2;1;6;15216;CAT.15216
15;2;1;7;15217;CAT.15217
15;2;1;9;15219;CAT.15219
15;2;2;0;15220;CAT.15220
15;2;2;1;15221;CAT.15221
15;2;2;2;15222;CAT.15222
15;2;2;3;15223;CAT.15223
15;2;2;4;15224;CAT.15224
15;2;3;0;15230;CAT.15230
15;2;3;1;15231;CAT.15231
15;2;3;2;15232;CAT.15232
15;2;3;3;15233;CAT.15233
15;2;3;4;15234;CAT.15234
15;2;3;5;15235;CAT.15235
15;2;3;6;15236;CAT.15236
15;2;3;7;15237;CAT.15237
15;2;3;8;15238;CAT.15238
15;2;4;0;15240;CAT.15240
15;2;4;1;15241;CAT.15241
15;3;0;0;15300;CAT.15300
15;3;1;0;15310;CAT.15310
15;3;1;1;15311;CAT.15311
15;3;2;0;15320;CAT.15320
15;3;2;1;15321;CAT.15321
15;3;2;2;15322;CAT.15322
15;3;3;0;15330;CAT.15330
15;3;3;1;15331;CAT.15331
15;3;3;2;15332;CAT.15332
15;3;3;3;15333;CAT.15333
15;3;3;4;15334;CAT.15334
15;3;3;5;15335;CAT.15335
15;3;3;6;15336;CAT.15336
15;3;3;7;15337;CAT.15337
15;3;4;0;15340;CAT.15340
15;3;4;1;15341;CAT.15341
15;3;5;0;15350;CAT.15350
15;3;5;1;15351;CAT.15351
15;3;5;2;15352;CAT.15352
15;3;6;0;15360;CAT.15360
15;3;6;1;15361;CAT.15361
15;3;6;2;15362;CAT.15362
15;3;7;0;15370;CAT.15370
15;3;7;1;15371;CAT.15371
15;3;7;2;15372;CAT.15372
15;3;8;0;15380;CAT.15380
15;3;8;1;15381;CAT.15381
15;3;8;2;15382;CAT.15382
15;3;8;3;15383;CAT.15383
15;3;8;4;15384;CAT.15384
15;3;8;5;15385;CAT.15385
15;3;9;0;15390;CAT.15390
15;4;0;0;15400;CAT.15400
15;4;0;1;15401;CAT.15401
15;4;0;2;15402;CAT.15402
15;4;0;3;15403;CAT.15403
15;4;1;0;15410;CAT.15410
15;4;1;1;15411;CAT.15411
15;4;1;2;15412;CAT.15412
15;4;2;0;15420;CAT.15420
15;4;2;1;15421;CAT.15421
15;4;2;2;15422;CAT.15422
15;4;2;3;15423;CAT.15423
15;4;2;4;15424;CAT.15424
15;4;2;5;15425;CAT.15425
15;4;2;6;15426;CAT.15426
15;4;2;7;15427;CAT.15427
15;4;3;0;15430;CAT.15430
15;4;3;1;15431;CAT.15431
15;4;3;2;15432;CAT.15432
15;4;4;0;15440;CAT.15440
15;4;4;1;15441;CAT.15441
15;4;4;2;15442;CAT.15442
15;4;9;9;15499;CAT.15499
15;5;0;0;15500;CAT.15500
15;5;0;1;15501;CAT.15501
15;5;0;2;15502;CAT.15502
15;5;0;3;15503;CAT.15503
15;5;0;4;15504;CAT.15504
15;5;0;5;15505;CAT.15505
15;5;0;6;15506;CAT.15506
15;5;0;7;15507;CAT.15507
15;5;1;0;15510;CAT.15510
15;5;1;1;15511;CAT.15511
15;5;1;2;15512;CAT.15512
15;5;1;3;15513;CAT.15513
15;5;1;4;15514;CAT.15514
15;5;1;5;15515;CAT.15515
15;5;1;6;15516;CAT.15516
15;5;2;0;15520;CAT.15520
15;5;2;1;15521;CAT.15521
15;5;2;2;15522;CAT.15522
15;5;2;3;15523;CAT.15523
15;5;2;4;15524;CAT.15524
15;5;2;5;15525;CAT.15525
15;5;2;6;15526;CAT.15526
15;5;3;0;15530;CAT.15530
15;5;3;1;15531;CAT.15531
15;5;3;2;15532;CAT.15532
15;5;3;3;15533;CAT.15533
15;5;3;4;15534;CAT.15534
15;5;3;5;15535;CAT.15535
15;5;3;6;15536;CAT.15536
15;5;3;7;15537;CAT.15537
15;5;3;8;15538;CAT.15538
15;5;3;9;15539;CAT.15539
15;5;4;0;15540;CAT.15540
15;5;4;1;15541;CAT.15541
15;5;4;2;15542;CAT.15542
15;5;4;3;15543;CAT.15543
15;5;4;4;15544;CAT.15544
15;5;5;0;15550;CAT.15550
15;5;5;1;15551;CAT.15551
15;5;5;2;15552;CAT.15552
15;5;6;0;15560;CAT.15560
15;5;6;1;15561;CAT.15561
15;5;6;2;15562;CAT.15562
15;5;6;3;15563;CAT.15563
15;5;6;4;15564;CAT.15564
15;5;6;5;15565;CAT.15565
15;5;6;6;15566;CAT.15566
15;5;6;7;15567;CAT.15567
15;5;6;8;15568;CAT.15568
15;5;7;0;15570;CAT.15570
15;5;7;1;15571;CAT.15571
15;5;7;2;15572;CAT.15572
15;5;7;3;15573;CAT.15573
15;5;7;4;15574;CAT.15574
15;5;7;5;15575;CAT.15575
15;5;7;6;15576;CAT.15576
15;5;7;7;15577;CAT.15577
15;5;7;8;15578;CAT.15578
15;5;8;0;15580;CAT.15580
15;5;8;1;15581;CAT.15581
15;5;8;2;15582;CAT.15582
15;5;8;3;15583;CAT.15583
15;5;8;4;15584;CAT.15584
15;5;9;0;15590;CAT.15590
15;5;9;1;15591;CAT.15591
15;5;9;2;15592;CAT.15592
15;5;9;3;15593;CAT.15593
15;5;9;4;15594;CAT.15594
15;6;0;0;15600;CAT.15600
15;6;0;1;15601;CAT.15601
15;6;0;2;15602;CAT.15602
15;6;0;3;15603;CAT.15603
15;6;0;4;15604;CAT.15604
15;6;0;5;15605;CAT.15605
15;6;1;0;15610;CAT.15610
15;6;1;1;15611;CAT.15611
15;6;1;2;15612;CAT.15612
15;6;1;3;15613;CAT.15613
15;6;1;4;15614;CAT.15614
15;6;2;0;15620;CAT.15620
15;6;2;1;15621;CAT.15621
15;6;2;2;15622;CAT.15622
15;6;2;3;15623;CAT.15623
15;6;2;4;15624;CAT.15624
15;6;2;5;15625;CAT.15625
15;6;3;0;15630;CAT.15630
15;6;3;1;15631;CAT.15631
15;6;4;0;15640;CAT.15640
15;6;4;1;15641;CAT.15641
15;6;5;0;15650;CAT.15650
15;6;5;1;15651;CAT.15651
15;6;5;2;15652;CAT.15652
15;6;5;3;15653;CAT.15653
15;6;6;0;15660;CAT.15660
15;6;6;1;15661;CAT.15661
15;6;6;2;15662;CAT.15662
15;6;6;3;15663;CAT.15663
15;6;7;0;15670;CAT.15670
15;6;7;1;15671;CAT.15671
15;6;7;2;15672;CAT.15672
15;6;7;3;15673;CAT.15673
15;6;7;4;15674;CAT.15674
15;6;7;5;15675;CAT.15675
15;6;7;8;15678;CAT.15678
15;6;8;0;15680;CAT.15680
15;6;8;1;15681;CAT.15681
15;6;8;2;15682;CAT.15682
15;6;8;3;15683;CAT.15683
15;6;8;4;15684;CAT.15684
15;6;8;5;15685;CAT.15685
15;6;8;6;15686;CAT.15686
15;6;8;7;15687;CAT.15687
15;6;8;8;15688;CAT.15688
15;6;9;0;15690;CAT.15690
15;6;9;1;15691;CAT.15691
15;6;9;2;15692;CAT.15692
15;6;9;3;15693;CAT.15693
15;6;9;4;15694;CAT.15694
15;6;9;5;15695;CAT.15695
15;6;9;6;15696;CAT.15696
15;6;9;9;15699;CAT.15699
15;7;0;0;15700;CAT.15700
15;7;0;1;15701;CAT.15701
15;7;1;0;15710;CAT.15710
15;7;1;1;15711;CAT.15711
15;7;1;2;15712;CAT.15712
15;7;1;3;15713;CAT.15713
15;7;1;4;15714;CAT.15714
15;7;1;5;15715;CAT.15715
15;7;1;6;15716;CAT.15716
15;7;1;7;15717;CAT.15717
15;7;2;0;15720;CAT.15720
15;7;2;1;15721;CAT.15721
15;7;2;2;15722;CAT.15722
15;7;2;3;15723;CAT.15723
15;7;2;4;15724;CAT.15724
15;7;2;5;15725;CAT.15725
15;7;2;6;15726;CAT.15726
15;7;2;7;15727;CAT.15727
15;7;2;8;15728;CAT.15728
15;7;3;0;15730;CAT.15730
15;7;3;1;15731;CAT.15731
15;7;3;2;15732;CAT.15732
15;7;3;3;15733;CAT.15733
15;7;4;0;15740;CAT.15740
15;7;4;1;15741;CAT.15741
15;7;4;2;15742;CAT.15742
15;7;4;3;15743;CAT.15743
15;7;4;4;15744;CAT.15744
15;7;4;5;15745;CAT.15745
15;7;4;6;15746;CAT.15746
15;7;4;7;15747;CAT.15747
15;7;4;8;15748;CAT.15748
15;7;5;0;15750;CAT.15750
15;7;5;1;15751;CAT.15751
15;7;5;2;15752;CAT.15752
15;7;5;3;15753;CAT.15753
15;7;5;4;15754;CAT.15754
15;7;5;5;15755;CAT.15755
15;7;6;0;15760;CAT.15760
15;7;6;1;15761;CAT.15761
15;7;6;2;15762;CAT.15762
15;7;6;3;15763;CAT.15763
15;7;6;4;15764;CAT.15764
15;7;6;5;15765;CAT.15765
15;7;6;6;15766;CAT.15766
15;7;6;7;15767;CAT.15767
15;7;6;8;15768;CAT.15768
15;7;6;9;15769;CAT.15769
15;7;7;0;15770;CAT.15770
15;7;7;1;15771;CAT.15771
15;7;7;2;15772;CAT.15772
15;8;0;0;15800;CAT.15800
15;8;0;1;15801;CAT.15801
15;8;1;0;15810;CAT.15810
15;8;1;1;15811;CAT.15811
15;8;1;2;15812;CAT.15812
15;8;1;3;15813;CAT.15813
15;8;1;4;15814;CAT.15814
15;8;1;5;15815;CAT.15815
15;8;1;6;15816;CAT.15816
15;8;1;7;15817;CAT.15817
15;8;1;8;15818;CAT.15818
15;8;2;0;15820;CAT.15820
15;8;2;1;15821;CAT.15821
15;8;3;0;15830;CAT.15830
15;8;3;1;15831;CAT.15831
15;8;4;0;15840;CAT.15840
15;8;4;1;15841;CAT.15841
15;8;5;0;15850;CAT.15850
15;8;5;1;15851;CAT.15851
15;8;5;2;15852;CAT.15852
15;8;6;0;15860;CAT.15860
15;8;6;1;15861;CAT.15861
15;8;6;2;15862;CAT.15862
15;8;6;3;15863;CAT.15863
15;8;6;4;15864;CAT.15864
15;9;0;0;15900;CAT.15900
15;9;1;0;15910;CAT.15910
15;9;2;0;15920;CAT.15920
15;9;2;1;15921;CAT.15921
15;9;2;2;15922;CAT.15922
15;9;2;3;15923;CAT.15923
15;9;3;0;15930;CAT.15930
15;9;3;1;15931;CAT.15931
15;9;4;0;15940;CAT.15940
15;9;4;1;15941;CAT.15941
15;9;4;2;15942;CAT.15942
15;9;5;0;15950;CAT.15950
15;9;5;1;15951;CAT.15951
15;9;5;2;15952;CAT.15952
15;9;6;0;15960;CAT.15960
15;9;6;1;15961;CAT.15961
15;9;7;0;15970;CAT.15970
15;9;7;1;15971;CAT.15971
20;0;0;0;20000;CAT.20000
20;0;0;1;20001;CAT.20001
20;0;0;2;20002;CAT.20002
20;0;0;3;20003;CAT.20003
20;0;0;4;20004;CAT.20004
20;0;0;5;20005;CAT.20005
20;0;0;6;20006;CAT.20006
20;0;0;7;20007;CAT.20007
20;0;0;8;20008;CAT.20008
20;0;0;9;20009;CAT.20009
20;0;1;0;20010;CAT.20010
20;0;1;1;20011;CAT.20011
20;0;1;2;20012;CAT.20012
20;0;1;3;20013;CAT.20013
20;0;1;4;20014;CAT.20014
20;0;1;5;20015;CAT.20015
20;0;1;6;20016;CAT.20016
20;0;1;7;20017;CAT.20017
20;0;1;8;20018;CAT.20018
20;0;2;0;20020;CAT.20020
20;0;2;1;20021;CAT.20021
20;0;2;2;20022;CAT.20022
20;0;2;3;20023;CAT.20023
20;0;3;0;20030;CAT.20030
20;0;3;1;20031;CAT.20031
20;0;3;2;20032;CAT.20032
20;0;3;3;20033;CAT.20033
20;0;4;0;20040;CAT.20040
20;0;4;1;20041;CAT.20041
20;0;4;2;20042;CAT.20042
20;0;4;3;20043;CAT.20043
20;0;4;4;20044;CAT.20044
20;0;4;5;20045;CAT.20045
20;0;4;6;20046;CAT.20046
20;0;4;7;20047;CAT.20047
20;0;5;0;20050;CAT.20050
20;0;5;1;20051;CAT.20051
20;0;6;0;20060;CAT.20060
20;0;6;1;20061;CAT.20061
20;0;6;2;20062;CAT.20062
20;1;0;0;20100;CAT.20100
20;1;0;1;20101;CAT.20101
20;1;0;2;20102;CAT.20102
20;1;0;3;20103;CAT.20103
20;1;0;4;20104;CAT.20104
20;1;1;0;20110;CAT.20110
20;1;1;1;20111;CAT.20111
20;1;1;2;20112;CAT.20112
20;1;1;3;20113;CAT.20113
20;1;1;4;20114;CAT.20114
20;1;1;5;20115;CAT.20115
20;1;2;0;20120;CAT.20120
20;1;2;1;20121;CAT.20121
20;1;2;2;20122;CAT.20122
20;1;3;0;20130;CAT.20130
20;1;3;1;20131;CAT.20131
20;1;3;2;20132;CAT.20132
20;1;3;3;20133;CAT.20133
20;1;4;0;20140;CAT.20140
20;1;4;1;20141;CAT.20141
20;1;5;0;20150;CAT.20150
20;1;5;1;20151;CAT.20151
20;1;6;0;20160;CAT.20160
20;1;6;1;20161;CAT.20161
20;1;7;0;20170;CAT.20170
20;1;7;1;20171;CAT.20171
20;1;7;2;20172;CAT.20172
20;1;7;3;20173;CAT.20173
20;1;7;4;20174;CAT.20174
20;1;8;0;20180;CAT.20180
20;1;8;1;20181;CAT.20181
20;1;9;0;20190;CAT.20190
20;1;9;1;20191;CAT.20191
20;1;9;2;20192;CAT.20192
